444	6
317	6
434	3
533	3
597	3
614	3
411	0
199	6
221	6
354	4
314	6
295	6
378	0
418	3
176	6
306	6
479	6
264	6
337	6
281	6
291	6
589	6
613	6
664	6
328	6
519	6
541	6
442	5
601	3
785	2
792	2
824	5
849	2
850	2
857	2
871	2
885	2
383	6
273	6
267	6
720	3
724	3
234	6
477	4
393	0
529	6
513	6
818	5
594	3
282	0
356	4
670	3
653	3
249	6
250	6
757	6
515	6
812	6
586	3
790	5
797	6
456	3
472	3
681	3
725	3
339	6
552	3
467	6
520	0
577	0
568	0
579	0
506	3
534	0
631	0
644	3
365	0
389	5
776	5
793	5
676	3
755	3
811	3
536	2
688	5
715	2
717	5
748	3
763	5
779	5
788	5
800	5
815	5
731	5
741	5
805	5
286	6
375	6
640	6
674	3
294	3
632	3
301	6
745	3
311	3
312	6
399	6
408	3
744	3
722	3
641	6
829	6
828	5
611	6
593	6
344	5
672	5
693	6
820	5
739	5
765	5
774	5
781	5
813	5
475	0
888	6
617	6
421	6
396	3
682	3
639	3
655	6
540	3
566	5
698	6
728	5
794	5
445	6
809	6
684	3
666	3
719	5
804	5
845	5
687	6
742	6
604	6
707	3
663	3
494	2
773	5
799	2
832	5
873	2
814	5
777	2
827	2
858	2
866	2
872	2
758	2
787	2
837	2
874	2
754	5
864	2
846	2
853	2
865	2
743	3
668	3
700	3
675	3
711	6
532	2
679	2
860	2
886	2
869	2
697	3
786	3
660	3
710	5
766	5
847	5
718	3
795	5
879	2
648	3
877	5
673	3
643	5
751	5
789	5
699	6
738	6
721	3
736	2
875	2
881	2
882	2
835	3
760	5
759	3
647	6
727	3
712	6
823	2
878	2
808	5
883	6
884	6
848	5
746	5
856	2
732	5
830	5
834	5
796	6
843	6
807	5
880	2
887	6
